01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2016,Alijó,Município,Total,,, pessoas,,633.8
2016,Aljezur,Município,25-34,,, pessoas,,31.0
2016,Aljezur,Município,35-44,,, pessoas,,43.8
2016,Aljezur,Município,45-54,,, pessoas,,43.9
2016,Aljezur,Município,55 ou mais anos,,, pessoas,,45.1
2016,Aljezur,Município,Menos de 25 anos,,, pessoas,,16.9
2016,Aljezur,Município,Total,,, pessoas,,180.8
2016,Aljustrel,Município,25-34,,, pessoas,,91.5
2016,Aljustrel,Município,35-44,,, pessoas,,88.7
2016,Aljustrel,Município,45-54,,, pessoas,,90.9
2016,Aljustrel,Município,55 ou mais anos,,, pessoas,,77.0
2016,Aljustrel,Município,Menos de 25 anos,,, pessoas,,57.6
2016,Aljustrel,Município,Total,,, pessoas,,405.7
2016,Almada,Município,25-34,,, pessoas,,1613.0
2016,Almada,Município,35-44,,, pessoas,,1884.4
2016,Almada,Município,45-54,,, pessoas,,2026.0
2016,Almada,Município,55 ou mais anos,,, pessoas,,1827.4
2016,Almada,Município,Menos de 25 anos,,, pessoas,,812.4
2016,Almada,Município,Total,,, pessoas,,8163.3
2016,Almeida,Município,25-34,,, pessoas,,37.1
2016,Almeida,Município,35-44,,, pessoas,,27.5
2016,Almeida,Município,45-54,,, pessoas,,39.3
2016,Almeida,Município,55 ou mais anos,,, pessoas,,52.8
2016,Almeida,Município,Menos de 25 anos,,, pessoas,,23.8
2016,Almeida,Município,Total,,, pessoas,,180.4
2016,Almeirim,Município,25-34,,, pessoas,,188.3
2016,Almeirim,Município,35-44,,, pessoas,,220.7
2016,Almeirim,Município,45-54,,, pessoas,,223.5
2016,Almeirim,Município,55 ou mais anos,,, pessoas,,223.6
2016,Almeirim,Município,Menos de 25 anos,,, pessoas,,110.0
2016,Almeirim,Município,Total,,, pessoas,,966.0
2016,Almodôvar,Município,25-34,,, pessoas,,64.3
2016,Almodôvar,Município,35-44,,, pessoas,,63.0
2016,Almodôvar,Município,45-54,,, pessoas,,66.8
2016,Almodôvar,Município,55 ou mais anos,,, pessoas,,94.9
2016,Almodôvar,Município,Menos de 25 anos,,, pessoas,,39.8
2016,Almodôvar,Município,Total,,, pessoas,,328.8
2016,Alpiarça,Município,25-34,,, pessoas,,50.5
2016,Alpiarça,Município,35-44,,, pessoas,,66.2
2016,Alpiarça,Município,45-54,,, pessoas,,65.9
2016,Alpiarça,Município,55 ou mais anos,,, pessoas,,75.4
2016,Alpiarça,Município,Menos de 25 anos,,, pessoas,,27.9
2016,Alpiarça,Município,Total,,, pessoas,,285.9
2016,Alter do Chão,Município,25-34,,, pessoas,,47.9
2016,Alter do Chão,Município,35-44,,, pessoas,,43.8
2016,Alter do Chão,Município,45-54,,, pessoas,,31.8
2016,Alter do Chão,Município,55 ou mais anos,,, pessoas,,29.2
2016,Alter do Chão,Município,Menos de 25 anos,,, pessoas,,29.3
2016,Alter do Chão,Município,Total,,, pessoas,,181.9
2016,Alvaiázere,Município,25-34,,, pessoas,,40.6
2016,Alvaiázere,Município,35-44,,, pessoas,,57.6
2016,Alvaiázere,Município,45-54,,, pessoas,,60.3
2016,Alvaiázere,Município,55 ou mais anos,,, pessoas,,68.5
2016,Alvaiázere,Município,Menos de 25 anos,,, pessoas,,38.0
2016,Alvaiázere,Município,Total,,, pessoas,,265.0
2016,Alvito,Município,25-34,,, pessoas,,27.6
2016,Alvito,Município,35-44,,, pessoas,,30.2
2016,Alvito,Município,45-54,,, pessoas,,23.2
2016,Alvito,Município,55 ou mais anos,,, pessoas,,25.5
2016,Alvito,Município,Menos de 25 anos,,, pessoas,,18.9
2016,Alvito,Município,Total,,, pessoas,,125.3
2016,Amadora,Município,25-34,,, pessoas,,1699.2
2016,Amadora,Município,35-44,,, pessoas,,1811.9
2016,Amadora,Município,45-54,,, pessoas,,1823.1
2016,Amadora,Município,55 ou mais anos,,, pessoas,,1869.8
2016,Amadora,Município,Menos de 25 anos,,, pessoas,,858.7
2016,Amadora,Município,Total,,, pessoas,,8062.6
2016,Amarante,Município,25-34,,, pessoas,,661.8
2016,Amarante,Município,35-44,,, pessoas,,658.3
2016,Amarante,Município,45-54,,, pessoas,,810.1
2016,Amarante,Município,55 ou mais anos,,, pessoas,,886.7
2016,Amarante,Município,Menos de 25 anos,,, pessoas,,535.8
2016,Amarante,Município,Total,,, pessoas,,3552.7
2016,Amares,Município,25-34,,, pessoas,,190.6
2016,Amares,Município,35-44,,, pessoas,,201.5
2016,Amares,Município,45-54,,, pessoas,,229.7
2016,Amares,Município,55 ou mais anos,,, pessoas,,226.3
2016,Amares,Município,Menos de 25 anos,,, pessoas,,157.8
2016,Amares,Município,Total,,, pessoas,,1005.8
2016,Anadia,Município,25-34,,, pessoas,,166.6
2016,Anadia,Município,35-44,,, pessoas,,168.3
2016,Anadia,Município,45-54,,, pessoas,,212.4
2016,Anadia,Município,55 ou mais anos,,, pessoas,,250.7
2016,Anadia,Município,Menos de 25 anos,,, pessoas,,106.0
2016,Anadia,Município,Total,,, pessoas,,904.0
2016,Angra do Heroísmo,Município,25-34,,, pessoas,x,
2016,Angra do Heroísmo,Município,35-44,,, pessoas,x,
2016,Angra do Heroísmo,Município,45-54,,, pessoas,x,
2016,Angra do Heroísmo,Município,55 ou mais anos,,, pessoas,x,
2016,Angra do Heroísmo,Município,Menos de 25 anos,,, pessoas,x,
2016,Angra do Heroísmo,Município,Total,,, pessoas,x,
2016,Ansião,Município,25-34,,, pessoas,,91.7
2016,Ansião,Município,35-44,,, pessoas,,98.9
2016,Ansião,Município,45-54,,, pessoas,,130.3
2016,Ansião,Município,55 ou mais anos,,, pessoas,,118.0
2016,Ansião,Município,Menos de 25 anos,,, pessoas,,78.3
2016,Ansião,Município,Total,,, pessoas,,517.2
2016,Arcos de Valdevez,Município,25-34,,, pessoas,,137.7
2016,Arcos de Valdevez,Município,35-44,,, pessoas,,130.1
2016,Arcos de Valdevez,Município,45-54,,, pessoas,,159.7
2016,Arcos de Valdevez,Município,55 ou mais anos,,, pessoas,,230.3
2016,Arcos de Valdevez,Município,Menos de 25 anos,,, pessoas,,129.6
2016,Arcos de Valdevez,Município,Total,,, pessoas,,787.3
2016,Arganil,Município,25-34,,, pessoas,,74.7
2016,Arganil,Município,35-44,,, pessoas,,73.7
2016,Arganil,Município,45-54,,, pessoas,,110.6
2016,Arganil,Município,55 ou mais anos,,, pessoas,,119.9
2016,Arganil,Município,Menos de 25 anos,,, pessoas,,81.9
2016,Arganil,Município,Total,,, pessoas,,460.8
2016,Armamar,Município,25-34,,, pessoas,,71.6
2016,Armamar,Município,35-44,,, pessoas,,63.9
2016,Armamar,Município,45-54,,, pessoas,,101.5
2016,Armamar,Município,55 ou mais anos,,, pessoas,,81.3
2016,Armamar,Município,Menos de 25 anos,,, pessoas,,68.5
2016,Armamar,Município,Total,,, pessoas,,386.8
2016,Arouca,Município,25-34,,, pessoas,,130.3
2016,Arouca,Município,35-44,,, pessoas,,110.6
2016,Arouca,Município,45-54,,, pessoas,,156.3
2016,Arouca,Município,55 ou mais anos,,, pessoas,,178.0
2016,Arouca,Município,Menos de 25 anos,,, pessoas,,116.8
2016,Arouca,Município,Total,,, pessoas,,692.1
2016,Arraiolos,Município,25-34,,, pessoas,,64.1
2016,Arraiolos,Município,35-44,,, pessoas,,59.3
2016,Arraiolos,Município,45-54,,, pessoas,,67.5
2016,Arraiolos,Município,55 ou mais anos,,, pessoas,,60.9
2016,Arraiolos,Município,Menos de 25 anos,,, pessoas,,42.1
2016,Arraiolos,Município,Total,,, pessoas,,293.9
2016,Arronches,Município,25-34,,, pessoas,,27.0
2016,Arronches,Município,35-44,,, pessoas,,22.2
2016,Arronches,Município,45-54,,, pessoas,,28.3
2016,Arronches,Município,55 ou mais anos,,, pessoas,,23.9
2016,Arronches,Município,Menos de 25 anos,,, pessoas,,25.6
2016,Arronches,Município,Total,,, pessoas,,127.0
2016,Arruda dos Vinhos,Município,25-34,,, pessoas,,60.1
2016,Arruda dos Vinhos,Município,35-44,,, pessoas,,100.3
2016,Arruda dos Vinhos,Município,45-54,,, pessoas,,100.6
2016,Arruda dos Vinhos,Município,55 ou mais anos,,, pessoas,,83.4
2016,Arruda dos Vinhos,Município,Menos de 25 anos,,, pessoas,,39.7
2016,Arruda dos Vinhos,Município,Total,,, pessoas,,384.1
2016,Aveiro,Município,25-34,,, pessoas,,775.0
2016,Aveiro,Município,35-44,,, pessoas,,775.8
2016,Aveiro,Município,45-54,,, pessoas,,753.8
2016,Aveiro,Município,55 ou mais anos,,, pessoas,,843.1
2016,Aveiro,Município,Menos de 25 anos,,, pessoas,,390.6
2016,Aveiro,Município,Total,,, pessoas,,3538.2
2016,Avis,Município,25-34,,, pessoas,,45.8
2016,Avis,Município,35-44,,, pessoas,,52.1
2016,Avis,Município,45-54,,, pessoas,,47.1
2016,Avis,Município,55 ou mais anos,,, pessoas,,37.7
2016,Avis,Município,Menos de 25 anos,,, pessoas,,41.6
2016,Avis,Município,Total,,, pessoas,,224.3
2016,Azambuja,Município,25-34,,, pessoas,,131.8
2016,Azambuja,Município,35-44,,, pessoas,,173.2
2016,Azambuja,Município,45-54,,, pessoas,,152.3
2016,Azambuja,Município,55 ou mais anos,,, pessoas,,150.2
2016,Azambuja,Município,Menos de 25 anos,,, pessoas,,70.0
2016,Azambuja,Município,Total,,, pessoas,,677.3
2016,Baião,Município,25-34,,, pessoas,,310.6
2016,Baião,Município,35-44,,, pessoas,,307.7
2016,Baião,Município,45-54,,, pessoas,,426.3
2016,Baião,Município,55 ou mais anos,,, pessoas,,390.3
2016,Baião,Município,Menos de 25 anos,,, pessoas,,248.8
2016,Baião,Município,Total,,, pessoas,,1683.6
2016,Barcelos,Município,25-34,,, pessoas,,745.3
2016,Barcelos,Município,35-44,,, pessoas,,670.8
2016,Barcelos,Município,45-54,,, pessoas,,807.3
2016,Barcelos,Município,55 ou mais anos,,, pessoas,,1024.3
2016,Barcelos,Município,Menos de 25 anos,,, pessoas,,656.3
2016,Barcelos,Município,Total,,, pessoas,,3904.1
2016,Barrancos,Município,25-34,,, pessoas,,39.7
2016,Barrancos,Município,35-44,,, pessoas,,39.9
2016,Barrancos,Município,45-54,,, pessoas,,65.9
2016,Barrancos,Município,55 ou mais anos,,, pessoas,,37.4
2016,Barrancos,Município,Menos de 25 anos,,, pessoas,,22.9
2016,Barrancos,Município,Total,,, pessoas,,205.8
2016,Barreiro,Município,25-34,,, pessoas,,839.6
2016,Barreiro,Município,35-44,,, pessoas,,1104.8
2016,Barreiro,Município,45-54,,, pessoas,,1006.4
2016,Barreiro,Município,55 ou mais anos,,, pessoas,,949.0
2016,Barreiro,Município,Menos de 25 anos,,, pessoas,,480.9
2016,Barreiro,Município,Total,,, pessoas,,4380.8
2016,Batalha,Município,25-34,,, pessoas,,85.0
2016,Batalha,Município,35-44,,, pessoas,,98.3
2016,Batalha,Município,45-54,,, pessoas,,87.5
2016,Batalha,Município,55 ou mais anos,,, pessoas,,111.3
2016,Batalha,Município,Menos de 25 anos,,, pessoas,,59.0
2016,Batalha,Município,Total,,, pessoas,,441.0
2016,Beja,Município,25-34,,, pessoas,,446.4
2016,Beja,Município,35-44,,, pessoas,,481.2
2016,Beja,Município,45-54,,, pessoas,,361.7
2016,Beja,Município,55 ou mais anos,,, pessoas,,277.0
2016,Beja,Município,Menos de 25 anos,,, pessoas,,227.8
2016,Beja,Município,Total,,, pessoas,,1794.1
2016,Belmonte,Município,25-34,,, pessoas,,78.6
2016,Belmonte,Município,35-44,,, pessoas,,88.3
2016,Belmonte,Município,45-54,,, pessoas,,92.1
2016,Belmonte,Município,55 ou mais anos,,, pessoas,,95.4
2016,Belmonte,Município,Menos de 25 anos,,, pessoas,,49.6
2016,Belmonte,Município,Total,,, pessoas,,403.9
2016,Benavente,Município,25-34,,, pessoas,,280.5
2016,Benavente,Município,35-44,,, pessoas,,362.9
2016,Benavente,Município,45-54,,, pessoas,,334.6
2016,Benavente,Município,55 ou mais anos,,, pessoas,,301.3
2016,Benavente,Município,Menos de 25 anos,,, pessoas,,201.0
2016,Benavente,Município,Total,,, pessoas,,1480.3
2016,Bombarral,Município,25-34,,, pessoas,,93.8
2016,Bombarral,Município,35-44,,, pessoas,,93.9
2016,Bombarral,Município,45-54,,, pessoas,,112.8
2016,Bombarral,Município,55 ou mais anos,,, pessoas,,105.7
2016,Bombarral,Município,Menos de 25 anos,,, pessoas,,42.0
2016,Bombarral,Município,Total,,, pessoas,,448.3
2016,Borba,Município,25-34,,, pessoas,,68.5
2016,Borba,Município,35-44,,, pessoas,,91.4
2016,Borba,Município,45-54,,, pessoas,,96.7
2016,Borba,Município,55 ou mais anos,,, pessoas,,48.2
2016,Borba,Município,Menos de 25 anos,,, pessoas,,56.4
2016,Borba,Município,Total,,, pessoas,,361.2
2016,Boticas,Município,25-34,,, pessoas,,46.7
2016,Boticas,Município,35-44,,, pessoas,,42.0
2016,Boticas,Município,45-54,,, pessoas,,62.3
2016,Boticas,Município,55 ou mais anos,,, pessoas,,81.8
2016,Boticas,Município,Menos de 25 anos,,, pessoas,,29.3
2016,Boticas,Município,Total,,, pessoas,,262.2
2016,Braga,Município,25-34,,, pessoas,,2073.4
2016,Braga,Município,35-44,,, pessoas,,2239.8
2016,Braga,Município,45-54,,, pessoas,,2304.0
2016,Braga,Município,55 ou mais anos,,, pessoas,,2298.6
2016,Braga,Município,Menos de 25 anos,,, pessoas,,1083.3
2016,Braga,Município,Total,,, pessoas,,9999.2
2016,Bragança,Município,25-34,,, pessoas,,399.7
2016,Bragança,Município,35-44,,, pessoas,,393.8
2016,Bragança,Município,45-54,,, pessoas,,295.0
2016,Bragança,Município,55 ou mais anos,,, pessoas,,274.9
2016,Bragança,Município,Menos de 25 anos,,, pessoas,,253.2
2016,Bragança,Município,Total,,, pessoas,,1616.5
2016,Cabeceiras de Basto,Município,25-34,,, pessoas,,225.9
2016,Cabeceiras de Basto,Município,35-44,,, pessoas,,225.2
2016,Cabeceiras de Basto,Município,45-54,,, pessoas,,264.3
2016,Cabeceiras de Basto,Município,55 ou mais anos,,, pessoas,,217.1
2016,Cabeceiras de Basto,Município,Menos de 25 anos,,, pessoas,,205.3
2016,Cabeceiras de Basto,Município,Total,,, pessoas,,1137.7
2016,Cadaval,Município,25-34,,, pessoas,,94.4
2016,Cadaval,Município,35-44,,, pessoas,,116.8
2016,Cadaval,Município,45-54,,, pessoas,,122.3
2016,Cadaval,Município,55 ou mais anos,,, pessoas,,124.5
2016,Cadaval,Município,Menos de 25 anos,,, pessoas,,57.2
2016,Cadaval,Município,Total,,, pessoas,,515.3
2016,Caldas da Rainha,Município,25-34,,, pessoas,,386.1
2016,Caldas da Rainha,Município,35-44,,, pessoas,,453.7
2016,Caldas da Rainha,Município,45-54,,, pessoas,,446.0
2016,Caldas da Rainha,Município,55 ou mais anos,,, pessoas,,423.8
2016,Caldas da Rainha,Município,Menos de 25 anos,,, pessoas,,219.5
2016,Caldas da Rainha,Município,Total,,, pessoas,,1929.0
2016,Calheta [R.A.A.],Município,25-34,,, pessoas,x,
2016,Calheta [R.A.A.],Município,35-44,,, pessoas,x,
2016,Calheta [R.A.A.],Município,45-54,,, pessoas,x,
2016,Calheta [R.A.A.],Município,55 ou mais anos,,, pessoas,x,
2016,Calheta [R.A.A.],Município,Menos de 25 anos,,, pessoas,x,
2016,Calheta [R.A.A.],Município,Total,,, pessoas,x,
2016,Calheta [R.A.M.],Município,25-34,,, pessoas,x,
2016,Calheta [R.A.M.],Município,35-44,,, pessoas,x,
2016,Calheta [R.A.M.],Município,45-54,,, pessoas,x,
2016,Calheta [R.A.M.],Município,55 ou mais anos,,, pessoas,x,
2016,Calheta [R.A.M.],Município,Menos de 25 anos,,, pessoas,x,
2016,Calheta [R.A.M.],Município,Total,,, pessoas,x,
2016,Câmara de Lobos,Município,25-34,,, pessoas,x,
2016,Câmara de Lobos,Município,35-44,,, pessoas,x,
2016,Câmara de Lobos,Município,45-54,,, pessoas,x,
2016,Câmara de Lobos,Município,55 ou mais anos,,, pessoas,x,
2016,Câmara de Lobos,Município,Menos de 25 anos,,, pessoas,x,
2016,Câmara de Lobos,Município,Total,,, pessoas,x,
2016,Caminha,Município,25-34,,, pessoas,,139.2
2016,Caminha,Município,35-44,,, pessoas,,134.4
2016,Caminha,Município,45-54,,, pessoas,,134.0
2016,Caminha,Município,55 ou mais anos,,, pessoas,,167.4
2016,Caminha,Município,Menos de 25 anos,,, pessoas,,71.3
2016,Caminha,Município,Total,,, pessoas,,646.3
2016,Campo Maior,Município,25-34,,, pessoas,,130.5
2016,Campo Maior,Município,35-44,,, pessoas,,97.3
2016,Campo Maior,Município,45-54,,, pessoas,,109.4
2016,Campo Maior,Município,55 ou mais anos,,, pessoas,,87.2
2016,Campo Maior,Município,Menos de 25 anos,,, pessoas,,82.0
2016,Campo Maior,Município,Total,,, pessoas,,506.4
2016,Cantanhede,Município,25-34,,, pessoas,,267.5
2016,Cantanhede,Município,35-44,,, pessoas,,299.7
2016,Cantanhede,Município,45-54,,, pessoas,,249.3
2016,Cantanhede,Município,55 ou mais anos,,, pessoas,,332.5
2016,Cantanhede,Município,Menos de 25 anos,,, pessoas,,139.0
2016,Cantanhede,Município,Total,,, pessoas,,1288.0
2016,Carrazeda de Ansiães,Município,25-34,,, pessoas,,82.1
2016,Carrazeda de Ansiães,Município,35-44,,, pessoas,,70.6
2016,Carrazeda de Ansiães,Município,45-54,,, pessoas,,65.3
2016,Carrazeda de Ansiães,Município,55 ou mais anos,,, pessoas,,48.0
2016,Carrazeda de Ansiães,Município,Menos de 25 anos,,, pessoas,,53.6
2016,Carrazeda de Ansiães,Município,Total,,, pessoas,,319.5
2016,Carregal do Sal,Município,25-34,,, pessoas,,62.5
2016,Carregal do Sal,Município,35-44,,, pessoas,,63.3
2016,Carregal do Sal,Município,45-54,,, pessoas,,85.2
2016,Carregal do Sal,Município,55 ou mais anos,,, pessoas,,120.7
2016,Carregal do Sal,Município,Menos de 25 anos,,, pessoas,,43.8
2016,Carregal do Sal,Município,Total,,, pessoas,,375.5
2016,Cartaxo,Município,25-34,,, pessoas,,148.3
2016,Cartaxo,Município,35-44,,, pessoas,,205.8
2016,Cartaxo,Município,45-54,,, pessoas,,203.4
2016,Cartaxo,Município,55 ou mais anos,,, pessoas,,198.3
2016,Cartaxo,Município,Menos de 25 anos,,, pessoas,,81.8
2016,Cartaxo,Município,Total,,, pessoas,,837.7
2016,Cascais,Município,25-34,,, pessoas,,1588.4
2016,Cascais,Município,35-44,,, pessoas,,2141.4
2016,Cascais,Município,45-54,,, pessoas,,2374.1
2016,Cascais,Município,55 ou mais anos,,, pessoas,,2342.7
2016,Cascais,Município,Menos de 25 anos,,, pessoas,,812.6
2016,Cascais,Município,Total,,, pessoas,,9259.2
2016,Castanheira de Pêra,Município,25-34,,, pessoas,,27.6
2016,Castanheira de Pêra,Município,35-44,,, pessoas,,35.3
2016,Castanheira de Pêra,Município,45-54,,, pessoas,,50.4
2016,Castanheira de Pêra,Município,55 ou mais anos,,, pessoas,,39.6
2016,Castanheira de Pêra,Município,Menos de 25 anos,,, pessoas,,21.3
2016,Castanheira de Pêra,Município,Total,,, pessoas,,174.3
2016,Castelo Branco,Município,25-34,,, pessoas,,497.8
2016,Castelo Branco,Município,35-44,,, pessoas,,517.8
2016,Castelo Branco,Município,45-54,,, pessoas,,528.6
2016,Castelo Branco,Município,55 ou mais anos,,, pessoas,,621.5
2016,Castelo Branco,Município,Menos de 25 anos,,, pessoas,,243.7
2016,Castelo Branco,Município,Total,,, pessoas,,2409.4
2016,Castelo de Paiva,Município,25-34,,, pessoas,,189.8
2016,Castelo de Paiva,Município,35-44,,, pessoas,,199.4
2016,Castelo de Paiva,Município,45-54,,, pessoas,,290.3
2016,Castelo de Paiva,Município,55 ou mais anos,,, pessoas,,256.3
2016,Castelo de Paiva,Município,Menos de 25 anos,,, pessoas,,206.1
2016,Castelo de Paiva,Município,Total,,, pessoas,,1141.8
2016,Castelo de Vide,Município,25-34,,, pessoas,,32.3
2016,Castelo de Vide,Município,35-44,,, pessoas,,30.5
2016,Castelo de Vide,Município,45-54,,, pessoas,,25.8
2016,Castelo de Vide,Município,55 ou mais anos,,, pessoas,,24.3
2016,Castelo de Vide,Município,Menos de 25 anos,,, pessoas,,19.3
2016,Castelo de Vide,Município,Total,,, pessoas,,132.2
2016,Castro Daire,Município,25-34,,, pessoas,,135.1
2016,Castro Daire,Município,35-44,,, pessoas,,148.3
2016,Castro Daire,Município,45-54,,, pessoas,,177.0
2016,Castro Daire,Município,55 ou mais anos,,, pessoas,,200.0
2016,Castro Daire,Município,Menos de 25 anos,,, pessoas,,126.2
2016,Castro Daire,Município,Total,,, pessoas,,786.5
2016,Castro Marim,Município,25-34,,, pessoas,,51.0
2016,Castro Marim,Município,35-44,,, pessoas,,63.3
2016,Castro Marim,Município,45-54,,, pessoas,,75.7
2016,Castro Marim,Município,55 ou mais anos,,, pessoas,,76.2
2016,Castro Marim,Município,Menos de 25 anos,,, pessoas,,42.7
2016,Castro Marim,Município,Total,,, pessoas,,308.8
2016,Castro Verde,Município,25-34,,, pessoas,,64.8
2016,Castro Verde,Município,35-44,,, pessoas,,66.6
2016,Castro Verde,Município,45-54,,, pessoas,,64.5
2016,Castro Verde,Município,55 ou mais anos,,, pessoas,,60.2
2016,Castro Verde,Município,Menos de 25 anos,,, pessoas,,42.7
2016,Castro Verde,Município,Total,,, pessoas,,298.8
2016,Celorico da Beira,Município,25-34,,, pessoas,,71.5
2016,Celorico da Beira,Município,35-44,,, pessoas,,67.8
2016,Celorico da Beira,Município,45-54,,, pessoas,,65.4
2016,Celorico da Beira,Município,55 ou mais anos,,, pessoas,,95.4
2016,Celorico da Beira,Município,Menos de 25 anos,,, pessoas,,49.2
2016,Celorico da Beira,Município,Total,,, pessoas,,349.3
2016,Celorico de Basto,Município,25-34,,, pessoas,,177.2
2016,Celorico de Basto,Município,35-44,,, pessoas,,207.8
2016,Celorico de Basto,Município,45-54,,, pessoas,,293.2
2016,Celorico de Basto,Município,55 ou mais anos,,, pessoas,,288.0
2016,Celorico de Basto,Município,Menos de 25 anos,,, pessoas,,135.7
2016,Celorico de Basto,Município,Total,,, pessoas,,1101.8
2016,Chamusca,Município,25-34,,, pessoas,,68.8
2016,Chamusca,Município,35-44,,, pessoas,,63.6
2016,Chamusca,Município,45-54,,, pessoas,,67.8
2016,Chamusca,Município,55 ou mais anos,,, pessoas,,79.2
2016,Chamusca,Município,Menos de 25 anos,,, pessoas,,35.4
2016,Chamusca,Município,Total,,, pessoas,,314.8
2016,Chaves,Município,25-34,,, pessoas,,488.8
2016,Chaves,Município,35-44,,, pessoas,,473.4
2016,Chaves,Município,45-54,,, pessoas,,503.8
2016,Chaves,Município,55 ou mais anos,,, pessoas,,571.6
2016,Chaves,Município,Menos de 25 anos,,, pessoas,,295.5
2016,Chaves,Município,Total,,, pessoas,,2333.0
2016,Cinfães,Município,25-34,,, pessoas,,294.7
2016,Cinfães,Município,35-44,,, pessoas,,391.7
2016,Cinfães,Município,45-54,,, pessoas,,455.4
2016,Cinfães,Município,55 ou mais anos,,, pessoas,,445.8
2016,Cinfães,Município,Menos de 25 anos,,, pessoas,,228.8
2016,Cinfães,Município,Total,,, pessoas,,1816.3
2016,Coimbra,Município,25-34,,, pessoas,,1667.6
2016,Coimbra,Município,35-44,,, pessoas,,1559.6
2016,Coimbra,Município,45-54,,, pessoas,,1473.5
2016,Coimbra,Município,55 ou mais anos,,, pessoas,,1269.0
2016,Coimbra,Município,Menos de 25 anos,,, pessoas,,847.6
2016,Coimbra,Município,Total,,, pessoas,,6817.3
2016,Condeixa-a-Nova,Município,25-34,,, pessoas,,125.6
2016,Condeixa-a-Nova,Município,35-44,,, pessoas,,138.5
2016,Condeixa-a-Nova,Município,45-54,,, pessoas,,118.3
2016,Condeixa-a-Nova,Município,55 ou mais anos,,, pessoas,,131.3
2016,Condeixa-a-Nova,Município,Menos de 25 anos,,, pessoas,,65.0
2016,Condeixa-a-Nova,Município,Total,,, pessoas,,578.8
2016,Constância,Município,25-34,,, pessoas,,38.7
2016,Constância,Município,35-44,,, pessoas,,47.7
2016,Constância,Município,45-54,,, pessoas,,40.4
2016,Constância,Município,55 ou mais anos,,, pessoas,,29.3
2016,Constância,Município,Menos de 25 anos,,, pessoas,,18.8
2016,Constância,Município,Total,,, pessoas,,174.9
2016,Coruche,Município,25-34,,, pessoas,,130.5
2016,Coruche,Município,35-44,,, pessoas,,154.3
2016,Coruche,Município,45-54,,, pessoas,,168.5
2016,Coruche,Município,55 ou mais anos,,, pessoas,,231.9
2016,Coruche,Município,Menos de 25 anos,,, pessoas,,101.9
2016,Coruche,Município,Total,,, pessoas,,787.1
2016,Corvo,Município,25-34,,, pessoas,x,
2016,Corvo,Município,35-44,,, pessoas,x,
2016,Corvo,Município,45-54,,, pessoas,x,
2016,Corvo,Município,55 ou mais anos,,, pessoas,x,
2016,Corvo,Município,Menos de 25 anos,,, pessoas,x,
2016,Corvo,Município,Total,,, pessoas,x,
2016,Covilhã,Município,25-34,,, pessoas,,571.0
2016,Covilhã,Município,35-44,,, pessoas,,607.8
2016,Covilhã,Município,45-54,,, pessoas,,609.4
2016,Covilhã,Município,55 ou mais anos,,, pessoas,,726.2
2016,Covilhã,Município,Menos de 25 anos,,, pessoas,,324.3
2016,Covilhã,Município,Total,,, pessoas,,2838.8
2016,Crato,Município,25-34,,, pessoas,,31.7
2016,Crato,Município,35-44,,, pessoas,,39.0
2016,Crato,Município,45-54,,, pessoas,,50.2
2016,Crato,Município,55 ou mais anos,,, pessoas,,36.9
2016,Crato,Município,Menos de 25 anos,,, pessoas,,21.6
2016,Crato,Município,Total,,, pessoas,,179.3
2016,Cuba,Município,25-34,,, pessoas,,61.2
2016,Cuba,Município,35-44,,, pessoas,,56.5
2016,Cuba,Município,45-54,,, pessoas,,51.7
2016,Cuba,Município,55 ou mais anos,,, pessoas,,29.2
2016,Cuba,Município,Menos de 25 anos,,, pessoas,,33.4
2016,Cuba,Município,Total,,, pessoas,,231.9
2016,Elvas,Município,25-34,,, pessoas,,444.7
2016,Elvas,Município,35-44,,, pessoas,,429.1
2016,Elvas,Município,45-54,,, pessoas,,405.3
2016,Elvas,Município,55 ou mais anos,,, pessoas,,302.7
2016,Elvas,Município,Menos de 25 anos,,, pessoas,,251.3
2016,Elvas,Município,Total,,, pessoas,,1833.0
2016,Entroncamento,Município,25-34,,, pessoas,,209.1
2016,Entroncamento,Município,35-44,,, pessoas,,202.7
2016,Entroncamento,Município,45-54,,, pessoas,,149.6
2016,Entroncamento,Município,55 ou mais anos,,, pessoas,,106.3
2016,Entroncamento,Município,Menos de 25 anos,,, pessoas,,94.8
2016,Entroncamento,Município,Total,,, pessoas,,762.4
2016,Espinho,Município,25-34,,, pessoas,,444.3
2016,Espinho,Município,35-44,,, pessoas,,531.1
2016,Espinho,Município,45-54,,, pessoas,,699.3
2016,Espinho,Município,55 ou mais anos,,, pessoas,,634.3
2016,Espinho,Município,Menos de 25 anos,,, pessoas,,327.5
2016,Espinho,Município,Total,,, pessoas,,2636.5
2016,Esposende,Município,25-34,,, pessoas,,236.5
2016,Esposende,Município,35-44,,, pessoas,,247.1
2016,Esposende,Município,45-54,,, pessoas,,248.5
2016,Esposende,Município,55 ou mais anos,,, pessoas,,328.3
2016,Esposende,Município,Menos de 25 anos,,, pessoas,,194.7
2016,Esposende,Município,Total,,, pessoas,,1255.1
2016,Estarreja,Município,25-34,,, pessoas,,217.3
2016,Estarreja,Município,35-44,,, pessoas,,198.1
